13,Etsy Shop Policies & FAQs,Refine shop policies (returns, privacy) and create a comprehensive FAQ section.,2.0,Low,Etsy,Updated shop policies and FAQs,Son,None,Etsy
13,TikTok Affiliate Program Research,Research and apply to relevant affiliate programs for chosen niche products.,2.0,Medium,Web Browser,List of applied affiliate programs,Son,None,TikTok
14,Etsy Marketing & Promotion,Share Etsy listings on social media (e.g., Pinterest, Instagram).,2.0,Low,Social Media Platforms,Social media posts,Son,None,Etsy
14,TikTok Engagement & Community Building,Actively engage with other creators and comments. Respond to DMs.,2.0,Medium,TikTok App,Increased engagement,Son,None,TikTok


15,Etsy Product Design (Map 6 & 7),Design two more digital map products, focusing on variety or trending themes.,3.0,Medium,Design Software,Two digital map design files,Son,None,Etsy
15,TikTok Video Production (Videos 10-12),Film/edit 3 TikTok videos based on content calendar.,2.0,Medium,Video Editing Software,3 edited TikTok videos,Son,None,TikTok
16,Etsy Product Mockups (Map 6 & 7),Create 5 mockups for each of the new map designs.,3.0,Medium,Design Software,10 product mockups,Son,None,Etsy
16,TikTok Posting (Videos 10-12) & Analytics,Post 3 TikTok videos. Analyze performance and adjust strategy.,1.5,Medium,TikTok App,Engagement data,Son,None,TikTok
17,Etsy Listing Creation (Map 6 & 7),Create two more Etsy listings for the new map designs.,3.0,Medium,Etsy,Two Etsy listings published,Son,None,Etsy
17,TikTok Affiliate Product Research,Identify 3-5 new potential affiliate products to promote.,2.0,Medium,Web Browser,List of potential affiliate products,Son,None,TikTok
18,Etsy Shop Banner & Branding,Design and upload a cohesive shop banner and profile picture. Ensure consistent branding.,2.0,Low,Design Software,Updated Etsy shop branding,Son,None,Etsy
18,TikTok Video Scripting (Videos 13-15),Write scripts/captions for 3 more TikTok videos, incorporating new affiliate products.,2.0,Medium,Text Editor,3 TikTok video scripts,Son,None,TikTok
19,Etsy Customer Service Prep,Draft responses for common customer inquiries (e.g., download issues, custom requests).,1.5,Low,Text Editor,Customer service response templates,Son,None,Etsy
19,TikTok Video Production (Videos 13-15),Film/edit 3 TikTok videos.,2.0,Medium,Video Editing Software,3 edited TikTok videos,Son,None,TikTok
20,Etsy Marketing - Pinterest,Create 5-10 Pinterest pins linking to Etsy listings.,2.0,Low,Pinterest,5-10 Pinterest pins,Son,None,Etsy
20,TikTok Posting (Videos 13-15) & Engagement,Post 3 TikTok videos. Engage with comments and DMs.,1.5,Medium,TikTok App,Increased engagement,Son,None,TikTok
21,Weekly Review & Planning,Review Etsy and TikTok performance for the week. Plan tasks for the next week.,2.0,High,Spreadsheet,Weekly performance report & next week's plan,Son,None,Both


22,Etsy Product Design (Map 8 & 9),Design two more digital map products.,3.0,Medium,Design Software,Two digital map design files,Son,None,Etsy
22,TikTok Video Scripting (Videos 16-18),Write scripts/captions for 3 more TikTok videos.,2.0,Medium,Text Editor,3 TikTok video scripts,Son,None,TikTok
23,Etsy Product Mockups (Map 8 & 9),Create 5 mockups for each of the new map designs.,3.0,Medium,Design Software,10 product mockups,Son,None,Etsy
23,TikTok Video Production (Videos 16-18),Film/edit 3 TikTok videos.,2.0,Medium,Video Editing Software,3 edited TikTok videos,Son,None,TikTok
24,Etsy Listing Creation (Map 8 & 9),Create two more Etsy listings for the new map designs.,3.0,Medium,Etsy,Two Etsy listings published,Son,None,Etsy
24,TikTok Posting (Videos 16-18) & Optimization,Post 3 TikTok videos. Analyze performance and adjust strategy.,1.5,Medium,TikTok App,Performance insights,Son,None,TikTok
25,Etsy Shop Analytics Review,Review Etsy shop analytics (views, favorites, conversion rate). Identify best-performing listings.,2.0,Low,Etsy,Etsy analytics report,Son,None,Etsy
25,TikTok Content Repurposing Plan,Plan how to repurpose existing TikTok content for other platforms (e.g., Instagram Reels, YouTube Shorts).,2.0,Medium,Text Editor,Content repurposing plan,Son,None,TikTok
26,Etsy Customer Feedback Analysis,Review customer reviews and messages for product ideas or improvements.,1.5,Low,Etsy,Customer feedback summary,Son,None,Etsy
26,TikTok Affiliate Performance Review,Review affiliate link clicks and conversions. Identify best-performing products/videos.,2.0,Medium,Affiliate Dashboard,Affiliate performance report,Son,None,TikTok
27,Etsy Marketing - Email List Setup,Set up a simple email list (e.g., Mailchimp free tier) for future promotions.,2.0,Low,Mailchimp,Email list setup,Son,None,Etsy
27,TikTok Live Strategy Brainstorm,Brainstorm ideas for potential TikTok Live sessions to engage audience and promote products.,1.5,Low,Text Editor,TikTok Live ideas,Son,None,TikTok
28,Weekly Review & Planning,Review Etsy and TikTok performance for the week. Plan tasks for the final week.,2.0,High,Spreadsheet,Weekly performance report & next week's plan,Son,None,Both


29,Etsy Product Design (Map 10),Design one more digital map product.,2.5,Medium,Design Software,One digital map design file,Son,None,Etsy
29,TikTok Video Production (Videos 19-21),Film/edit 3 TikTok videos.,2.0,Medium,Video Editing Software,3 edited TikTok videos,Son,None,TikTok
30,Etsy Listing Creation (Map 10),Create one more Etsy listing for the new map design.,2.5,Medium,Etsy,One Etsy listing published,Son,None,Etsy
30,TikTok Posting (Videos 19-21) & Final Review,Post 3 TikTok videos. Conduct a final review of the 30-day performance.,2.0,High,TikTok App,30-day performance summary,Son,None,TikTok

